Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	14	85999269	90644374	373	-0.0120203495025635
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	14	90659540	91004134	34	0.431233048439026
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	14	91042449	103736574	1453	-0.0084049105644226
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	14	103780258	106318151	84	0.952970504760742
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	15	18446422	27212532	488	0.0247912406921387
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	15	27230559	27230606	2	-1.07494387030602
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	15	27230795	54827519	2314	0.103328049182892
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	15	54864850	63142024	956	0.558050632476807
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	15	63142521	65060001	171	0.252157688140869
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	15	65060936	65064814	4	-0.749582946300507
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	15	65067194	70052464	515	0.308763265609741
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	15	70081452	70437353	28	0.721655488014221
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	15	70442355	83855494	1053	0.271230340003967
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	15	83864137	83947759	16	-0.62038454413414
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	15	83993233	100210760	1791	0.2828449010849
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	16	26671	3055629	159	0.00121140480041504
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	16	3074755	13272860	1708	0.138995945453644
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	16	13275290	24390965	844	0.331606149673462
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	16	24414624	24429594	3	-0.531535267829895
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	16	24435051	33371617	519	0.326117992401123
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	16	34067025	88684276	5052	-0.174204051494598
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	6888	22069633	1870	0.0877406001091003
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	22367498	29671657	558	-0.275333166122437
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	29710119	30169256	109	0.322427749633789
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	30204075	31301319	79	0.0431349277496338
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	31315701	31496575	37	0.406570792198181
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	31895171	34970903	194	-0.708271473646164
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	34999505	35229995	5	-0.044094443321228
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	35236409	38782474	278	-0.721256017684937
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	38800671	39985263	79	-0.00444710254669189
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	39987396	40043459	7	-0.78183901309967
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	40043487	41500036	163	0.0309463739395142
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	41500209	41711411	34	0.508237421512604
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	42151961	43302052	90	0.146466076374054
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	43308032	43502806	21	0.884212970733643
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	43504251	43504251	1	-3.24905204772949
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	43542564	50542495	565	0.112213611602783
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	50551131	50551290	2	-4.52683186531067
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	50590973	51020912	40	0.0877805352210999
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	51041857	53175939	295	0.542948961257935
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	53179948	53180117	2	-0.94772294163704
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	53180469	53180824	3	1.27663159370422
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	53190622	54937010	112	0.5036581158638
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	54953910	62473078	481	-0.242946982383728
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	62539449	68424112	556	0.544009327888489
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	68432875	74749078	595	0.41073203086853
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	74757811	74757985	2	-0.719402492046356
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	17	74774728	78605474	245	0.421860694885254
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	150887	263216	8	0.117196321487427
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	293389	1043718	96	0.74342030286789
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	1068451	1094007	6	-0.174141645431519
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	1166216	8315443	670	0.874711990356445
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	8331170	11685992	444	1.12527322769165
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	11719342	14893450	229	0.101688265800476
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	14907873	19132061	150	-0.187243700027466
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	19144716	20099644	91	0.800463676452637
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	20122255	35983775	1245	-0.138904273509979
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	35991847	45013858	870	0.139776825904846
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	45024184	45675973	71	-0.214677929878235
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	45679112	45690879	2	-1.41574466228485
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	45714083	53286671	806	-0.196335792541504
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	53286756	55114722	237	0.0949366092681885
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	55114747	57407424	214	-0.177285730838776
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	18	57412153	76104900	1593	0.534708023071289
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	228776	14657884	799	-0.231788992881775
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	14667659	14846805	9	1.81816291809082
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	14848134	14858418	3	2.38350749015808
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	14858907	14899939	4	1.61411070823669
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	14926564	14971227	6	2.40150392055511
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	14973408	14982307	2	1.05800914764404
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	15020981	15053850	3	2.07882523536682
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	15059764	15059764	1	1.07459020614624
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	15062863	15655769	72	1.80857062339783
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	15660276	17043017	103	0.338631629943848
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	17050468	20103274	164	0.0978350639343262
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	20152078	20402872	6	0.921618223190308
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	20492497	23551431	185	-0.24528044462204
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	23605608	23959928	29	0.350145816802979
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	23960398	37516150	576	-0.0193681418895721
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	37526387	37539168	2	-0.838793992996216
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	19	37585455	63785051	1740	0.0402703285217285
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	20	95685	6179883	816	0.363118231296539
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	20	6180334	29628788	2363	0.582942247390747
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	20	29642688	32237470	216	1.16775560379028
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	20	32255181	37387026	373	0.716938376426697
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	20	37421868	62374173	2793	0.0518455505371094
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	9941889	13749569	9	0.105767846107483
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	13771499	16121160	177	1.22766733169556
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	16248572	16937913	26	0.291057229042053
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	16968103	16971411	2	1.3035581111908
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	16996833	17766245	32	0.227762877941132
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	17826663	18310284	37	1.14234161376953
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	18311184	18879824	59	0.315930128097534
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	18884332	26919542	577	0.0184484720230103
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	26982894	32236529	487	-0.385501980781555
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	32244815	32841168	82	0.72572273015976
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	32870244	34999614	227	0.32584285736084
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	35022364	35097947	14	-0.675032496452332
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	35129932	35163799	4	-3.40186178684235
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	35167106	41045971	796	-0.181546777486801
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	41054698	41352379	35	1.05985546112061
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	41356060	42090606	106	-0.132711291313171
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	42146473	42386269	41	0.887044191360474
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	42386549	44303483	209	0.0512504577636719
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	44316476	46351936	201	1.00282335281372
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	21	46360594	46902240	68	0.0871445536613464
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	22	14433758	44999080	3083	0.457890510559082
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	22	45015918	49576671	604	0.382534921169281
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	18654	2614674	147	-1.40082454681396
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	2618640	2618640	1	0.181643009185791
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	2624082	2687162	14	-1.62897258996964
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	2687850	2687850	1	0.929840803146362
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	2689949	44608519	1678	-0.890627950429916
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	44670850	47351822	78	-0.133829355239868
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	47468937	57390246	195	-0.94714891910553
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	57543114	72960542	268	0.357587873935699
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	72963282	99965419	547	0.982220888137817
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	100049632	114981430	429	0.271804809570312
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	115001635	116906368	84	0.89012610912323
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	116907577	117895470	39	1.40506720542908
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	117905079	138563238	723	0.901156187057495
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	138675715	138973411	13	-0.46988445520401
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	139092884	151981014	539	0.248068690299988
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	152094405	152385468	12	1.02803778648376
DRAWS_p_Sty11_Mapping250K_Sty_A01_66524	23	152434830	154569169	52	0.562335848808289
